Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
Volvo,S40,2010,premium unleaded (recommended),227.0,5.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Compact,Sedan,30,21,870
BMW,X4,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,20,3916
Ford,Edge,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,5657
Mitsubishi,Diamante,2003,premium unleaded (required),210.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,23,16,436
BMW,Z3,2002,premium unleaded (required),225.0,6.0,MANUAL,rear wheel drive,2.0,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,26,19,3916
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,31,22,1624
Toyota,Tundra,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Extended Cab Pickup,17,13,2031
Suzuki,XL7,2008,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,481
Honda,Pilot,2015,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,2202
Dodge,Dakota,2008,regular unleaded,302.0,8.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,18,14,1851
Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873
Suzuki,X-90,1997,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,26,22,481
Aston Martin,V12 Vantage,2012,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,17,11,259
Chrysler,Sebring,2008,regular unleaded,235.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Convertible,26,16,1013
Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Midsize,Coupe,25,16,1439
Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873
Hyundai,Veloster,2014,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Hatchback,Compact,2dr Hatchback,36,28,1439
Infiniti,G37,2009,premium unleaded (required),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190
Suzuki,Forenza,2007,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,20,481
Land Rover,Discovery Series II,2000,regular unleaded,188.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,258
Land Rover,LR3,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,12,258
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Compact,Coupe,30,22,1624
Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,30,21,258
Mercedes-Benz,600-Class,1992,regular unleaded,402.0,12.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,14,10,617
Lexus,LS 460,2017,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,454
Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009
Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,34,27,1385
Chevrolet,TrailBlazer EXT,2005,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,18,13,1385
Audi,A4,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,24,3105
Saab,900,1997,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Luxury",Compact,4dr Hatchback,23,17,376
Oldsmobile,Cutlass Calais,1991,regular unleaded,110.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,31,19,26
Audi,Q7,2017,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Large,4dr SUV,25,19,3105
Nissan,Juke,2017,premium unleaded (required),211.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,29,25,2009
Chevrolet,C/K 1500 Series,1999,regular unleaded,230.0,8.0,AUTOMATIC,four wheel drive,3.0,,Large,Extended Cab Pickup,17,13,1385
Honda,Prelude,2001,premium unleaded (required),195.0,4.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Coupe,24,19,2202
Cadillac,CT6,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,27,18,1624
Bentley,Continental Supersports,2012,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,19,12,520
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873
Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,37,29,2009
Dodge,Ram 50 Pickup,1992,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,22,17,1851
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Extended Cab Pickup,18,14,1385
Chevrolet,Tracker,2002,regular unleaded,155.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,4dr SUV,19,16,1385
Dodge,Journey,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Flex Fuel",Midsize,4dr SUV,25,17,1851
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031
Chevrolet,Silverado 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,22,16,1385
Ford,Ranger,2010,regular unleaded,207.0,6.0,MANUAL,rear wheel drive,4.0,,Compact,Extended Cab Pickup,21,15,5657
Acura,ILX,2017,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,35,25,204
BMW,1 Series,2011,premium unleaded (required),300.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,28,20,3916
Lexus,IS 250,2014,premium unleaded (required),204.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,30,21,454
Porsche,Cayenne,2015,premium unleaded (required),420.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,1715
Ford,Edge,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,5657
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640
Suzuki,SX4,2011,regular unleaded,150.0,4.0,MANUAL,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,30,22,481
Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,31,24,2031
Volkswagen,Jetta SportWagen,2013,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873
Mercedes-Benz,500-Class,1991,regular unleaded,322.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,17,13,617
Chevrolet,Tahoe,2016,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,4dr SUV,23,16,1385
Ford,Taurus,2017,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,24,16,5657
Lexus,LS 430,2004,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454
Mitsubishi,Montero Sport,2002,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,17,14,436
Chevrolet,TrailBlazer,2007,regular unleaded,291.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,14,1385
Pontiac,Sunfire,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,30,22,210
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202
Ford,Transit Wagon,2017,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Diesel,Midsize,Passenger Van,19,14,5657
Kia,K900,2015,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,23,15,1720
BMW,7 Series,2016,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,16,3916
Mazda,CX-9,2015,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,24,17,586
Porsche,Carrera GT,2004,premium unleaded (required),605.0,10.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Convertible,15,9,1715
Lexus,IS F,2013,premium unleaded (required),416.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,454
Mitsubishi,Lancer Sportback,2014,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,32,24,436
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,1385
Land Rover,Range Rover Evoque,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,21,258
Honda,Civic,2015,natural gas,110.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,38,27,2202
Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,42,31,2202
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,17,13,2031
Honda,S2000,2008,premium unleaded (required),237.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,25,18,2202
GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16,11,549
Volkswagen,Rabbit,2009,regular unleaded,170.0,5.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,21,873
Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,29,586
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,27,20,5657
Toyota,Venza,2013,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Wagon,26,20,2031
Honda,Accord,2016,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Midsize,Coupe,32,21,2202
Volvo,C30,2012,premium unleaded (recommended),227.0,5.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,29,21,870
GMC,Typhoon,1992,regular unleaded,285.0,6.0,AUTOMATIC,all wheel drive,2.0,"Factory Tuner,Performance",Compact,2dr SUV,17,14,549
Chevrolet,Spark,2017,regular unleaded,98.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,38,29,1385
Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,27,1720
Audi,TT RS,2012,premium unleaded (required),360.0,5.0,MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,25,18,3105
Nissan,Frontier,2016,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,22,16,2009
Chevrolet,Uplander,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,23,16,1385
Audi,S7,2017,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105
Infiniti,FX50,2010,premium unleaded (required),390.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,High-Performance",Midsize,4dr SUV,20,14,190
BMW,6 Series,2016,premium unleaded (required),315.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,29,20,3916
Chevrolet,Express,2014,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,17,11,1385
Dodge,Dart,2014,regular unleaded,160.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,36,25,1851
Hyundai,Veracruz,2012,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,17,1439
Mercedes-Benz,GLE-Class,2016,diesel,201.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,29,22,617
Oldsmobile,Eighty-Eight Royale,1994,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,26,17,26
Acura,MDX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,18,204
Dodge,Ram Pickup 1500,2009,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,18,13,1851
Chevrolet,TrailBlazer EXT,2004,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,18,13,1385
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,31,22,2202
Infiniti,QX50,2017,premium unleaded (recommended),325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,190
Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454
Lamborghini,Aventador,2014,premium unleaded (required),700.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,18,11,1158
Hyundai,Veloster,2014,regular unleaded,138.0,4.0,MANUAL,front wheel drive,3.0,Hatchback,Compact,2dr Hatchback,35,26,1439
Acura,NSX,2004,regular unleaded,252.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,22,16,204
Honda,Element,2010,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,19,2202
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873
Chevrolet,TrailBlazer EXT,2004,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,18,13,1385
Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4.0,AUTOMATIC,all wheel drive,2.0,"Flex Fuel,Luxury",Midsize,Convertible,21,15,3105
Mazda,Millenia,2002,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,24,17,586
Kia,Rondo,2008,regular unleaded,182.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,26,18,1720
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,17,13,2031
Toyota,Venza,2015,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Performance",Midsize,Wagon,26,19,2031
Dodge,Grand Caravan,2017,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,1851
Toyota,Tundra,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,17,13,2031
Dodge,Challenger,2016,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,21,13,1851
Pontiac,Torrent,2008,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,24,17,210
Mercedes-Benz,E-Class,2016,diesel,195.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,27,617
Chevrolet,Malibu,2016,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,37,27,1385
Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,13,2031
Suzuki,XL7,2007,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,481
Subaru,Baja,2006,regular unleaded,165.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,26,20,640
Nissan,300ZX,1996,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,22,17,2009
Toyota,Prius,2017,regular unleaded,121.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031
Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,31,21,155
GMC,Sierra 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,19,15,549
Ford,E-150,1996,regular unleaded,145.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Cargo Van,14,12,5657
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640
Mercedes-Benz,300-Class,1993,regular unleaded,194.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,17,617
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,MANUAL,front wheel drive,4.0,"Flex Fuel,Luxury",Compact,Wagon,33,20,376
Subaru,WRX,2017,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640
Toyota,Tundra,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,17,13,2031
Dodge,Shadow,1992,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,20,1851
Dodge,Ram Pickup 1500,2008,regular unleaded,215.0,6.0,MANUAL,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,19,16,1851
Pontiac,Solstice,2007,regular unleaded,177.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,26,17,210
Ford,Explorer,2016,regular unleaded,365.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,5657
Chrysler,Sebring,2008,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,30,21,1013
Volkswagen,Golf GTI,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873
Cadillac,Escalade,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,Performance",Large,4dr SUV,21,15,1624
Hyundai,Santa Fe Sport,2017,regular unleaded,265.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,19,1439
Volvo,V70,2010,premium unleaded (recommended),235.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Wagon,27,18,870
Nissan,Frontier,2015,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,21,15,2009
Mercedes-Benz,CLA-Class,2015,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,38,26,617
Ford,Explorer Sport,2003,regular unleaded,203.0,6.0,MANUAL,rear wheel drive,2.0,,Midsize,2dr SUV,20,15,5657
Land Rover,Range Rover Sport,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Midsize,4dr SUV,19,14,258
Mazda,CX-7,2011,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,586
Ford,Freestar,2007,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Cargo Minivan,21,15,5657
Volvo,S40,2011,regular unleaded,227.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Sedan,30,21,870
Maserati,GranTurismo Convertible,2016,premium unleaded (required),444.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20,13,238
Honda,Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,40,31,2202
GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,22,17,549
Chrysler,300M,2004,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,25,16,1013
GMC,Envoy,2008,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,20,14,549
Toyota,Tundra,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,17,13,2031
Chevrolet,Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385
Dodge,Ram Pickup 1500,2008,regular unleaded,310.0,8.0,MANUAL,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,16,12,1851
Infiniti,Q70,2016,premium unleaded (required),420.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,190
Chevrolet,S-10 Blazer,1993,regular unleaded,165.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,20,15,1385
Subaru,XV Crosstrek,2014,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,33,25,640
Pontiac,Grand Am,2003,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,210
Porsche,911,2016,premium unleaded (required),430.0,6.0,MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,25,18,1715
Audi,RS 5,2013,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,23,16,3105
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,18,14,1385
Infiniti,G Coupe,2013,premium unleaded (recommended),348.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,27,19,190
Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,39,28,1385
Volkswagen,Jetta SportWagen,2012,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873
Lexus,LS 400,1998,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,17,454
Volvo,S60,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,36,25,870
Dodge,Ramcharger,1992,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,,Midsize,2dr SUV,14,11,1851
Land Rover,Defender,1995,regular unleaded,182.0,8.0,MANUAL,four wheel drive,2.0,Luxury,Compact,2dr SUV,15,12,258
GMC,Yukon,2017,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Flex Fuel,Performance",Large,4dr SUV,23,16,549
Mazda,CX-5,2015,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586
Subaru,Outback,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640
Infiniti,QX56,2011,premium unleaded (recommended),400.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,4dr SUV,20,14,190
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873
